id	title	url	bytes
009034	Microgaming	https://en.wikipedia.org/wiki/Microgaming	934
009035	SkyCity Entertainment Group	https://en.wikipedia.org/wiki/SkyCity_Entertainment_Group	12408
009036	Multi-user dungeon	https://en.wikipedia.org/wiki/Multi-user_dungeon	25362
009037	Hunt: Showdown	https://en.wikipedia.org/wiki/Hunt:_Showdown	11703
009038	Half-Life 2: Deathmatch	https://en.wikipedia.org/wiki/Half-Life_2:_Deathmatch	4299
009039	Star Trek: The Next Generation: Klingon Honor Guard	https://en.wikipedia.org/wiki/Star_Trek:_The_Next_Generation:_Klingon_Honor_Guard	3985
009040	Outtrigger (video game)	https://en.wikipedia.org/wiki/Outtrigger_(video_game)	3702
009041	Internet Chess Club	https://en.wikipedia.org/wiki/Internet_Chess_Club	4233
009042	81Dojo	https://en.wikipedia.org/wiki/81Dojo	1735
009043	Shoot Many Robots	https://en.wikipedia.org/wiki/Shoot_Many_Robots	4302
009044	Massively multiplayer online game	https://en.wikipedia.org/wiki/Massively_multiplayer_online_game	26818
009045	War Thunder	https://en.wikipedia.org/wiki/War_Thunder	12747
009046	Raph Koster	https://en.wikipedia.org/wiki/Raph_Koster	4922
009047	MU*	https://en.wikipedia.org/wiki/MU*	1006
009048	Overwatch (video game)	https://en.wikipedia.org/wiki/Overwatch_(video_game)	39297
009049	Tom Clancy's Rainbow Six: Take-Down – Missions in Korea	https://en.wikipedia.org/wiki/Tom_Clancy's_Rainbow_Six:_Take-Down_–_Missions_in_Korea	4540
009050	Resistance 2	https://en.wikipedia.org/wiki/Resistance_2	22288
009051	Sins of a Solar Empire	https://en.wikipedia.org/wiki/Sins_of_a_Solar_Empire	20727
009052	Multiplayer BattleTech: EGA	https://en.wikipedia.org/wiki/Multiplayer_BattleTech:_EGA	1185
009053	Lysator	https://en.wikipedia.org/wiki/Lysator	1125
009054	Bad Street Brawler	https://en.wikipedia.org/wiki/Bad_Street_Brawler	1669
009055	UFC: Tapout	https://en.wikipedia.org/wiki/UFC:_Tapout	1490
009056	Kwik Snax	https://en.wikipedia.org/wiki/Kwik_Snax	1117
009057	Gakkou de atta Kowai Hanashi	https://en.wikipedia.org/wiki/Gakkou_de_atta_Kowai_Hanashi	3449
009058	Kalin no Tsurugi	https://en.wikipedia.org/wiki/Kalin_no_Tsurugi	580
009059	Rockman EXE Phantom of Network	https://en.wikipedia.org/wiki/Rockman_EXE_Phantom_of_Network	1173
009060	Delta Force: Xtreme	https://en.wikipedia.org/wiki/Delta_Force:_Xtreme	1317
009061	World War II Combat: Iwo Jima	https://en.wikipedia.org/wiki/World_War_II_Combat:_Iwo_Jima	1421
009062	A/X-101	https://en.wikipedia.org/wiki/A/X-101	1972
009063	Laser Hawk	https://en.wikipedia.org/wiki/Laser_Hawk	1341
009064	Shooting Range (video game)	https://en.wikipedia.org/wiki/Shooting_Range_(video_game)	495
009065	State of Emergency 2	https://en.wikipedia.org/wiki/State_of_Emergency_2	739
009066	The Dog: Happy Life	https://en.wikipedia.org/wiki/The_Dog:_Happy_Life	756
009067	WWE Crush Hour	https://en.wikipedia.org/wiki/WWE_Crush_Hour	1422
009068	NFL (video game)	https://en.wikipedia.org/wiki/NFL_(video_game)	1066
009069	Super Play Action Football	https://en.wikipedia.org/wiki/Super_Play_Action_Football	953
009070	Exciting Soccer	https://en.wikipedia.org/wiki/Exciting_Soccer	993
009071	LiberoGrande	https://en.wikipedia.org/wiki/LiberoGrande	2497
009072	Bases Loaded 3	https://en.wikipedia.org/wiki/Bases_Loaded_3	1771
009073	World Series Baseball 2K3	https://en.wikipedia.org/wiki/World_Series_Baseball_2K3	925
009074	Jordan vs. Bird: One on One	https://en.wikipedia.org/wiki/Jordan_vs._Bird:_One_on_One	1336
009075	Rap Jam: Volume One	https://en.wikipedia.org/wiki/Rap_Jam:_Volume_One	1057
009076	Birdie King	https://en.wikipedia.org/wiki/Birdie_King	348
009077	Grind Session	https://en.wikipedia.org/wiki/Grind_Session	1908
009078	ESPN International Winter Sports 2002	https://en.wikipedia.org/wiki/ESPN_International_Winter_Sports_2002	1146
009079	Dave Lebling	https://en.wikipedia.org/wiki/Dave_Lebling	1277
009080	Atari Pascal	https://en.wikipedia.org/wiki/Atari_Pascal	1502
009081	Alph Lyla	https://en.wikipedia.org/wiki/Alph_Lyla	1150
009082	Deluxe Paint Animation	https://en.wikipedia.org/wiki/Deluxe_Paint_Animation	1129
009083	Konami Game Master	https://en.wikipedia.org/wiki/Konami_Game_Master	1204
009084	Nemesis (video game)	https://en.wikipedia.org/wiki/Nemesis_(video_game)	1150
009085	Simon Jeffery	https://en.wikipedia.org/wiki/Simon_Jeffery	2301
009086	PlayStation Magazine (Italy)	https://en.wikipedia.org/wiki/PlayStation_Magazine_(Italy)	698
009087	Lula: The Sexy Empire	https://en.wikipedia.org/wiki/Lula:_The_Sexy_Empire	375
009088	Rainbow Arts	https://en.wikipedia.org/wiki/Rainbow_Arts	2454
009089	B.A.T. II – The Koshan Conspiracy	https://en.wikipedia.org/wiki/B.A.T._II_–_The_Koshan_Conspiracy	1630
009090	Majorem	https://en.wikipedia.org/wiki/Majorem	1047
009091	Illwinter Game Design	https://en.wikipedia.org/wiki/Illwinter_Game_Design	1819
009092	Silmarils (company)	https://en.wikipedia.org/wiki/Silmarils_(company)	1371
009093	Destination Games	https://en.wikipedia.org/wiki/Destination_Games	1892
009094	GameTek	https://en.wikipedia.org/wiki/GameTek	1322
009095	Quantum Quality Productions	https://en.wikipedia.org/wiki/Quantum_Quality_Productions	1148
009096	Wideload Games	https://en.wikipedia.org/wiki/Wideload_Games	1892
009097	The Games Machine	https://en.wikipedia.org/wiki/The_Games_Machine	982
009098	Trigger Happy (book)	https://en.wikipedia.org/wiki/Trigger_Happy_(book)	1292
009099	Kickback (video game platform)	https://en.wikipedia.org/wiki/Kickback_(video_game_platform)	1207
009100	Alternate Attax	https://en.wikipedia.org/wiki/Alternate_Attax	1117
009101	Reach (gamer)	https://en.wikipedia.org/wiki/Reach_(gamer)	1330
009102	Tsquared	https://en.wikipedia.org/wiki/Tsquared	2518
009103	World Cyber Games 2009	https://en.wikipedia.org/wiki/World_Cyber_Games_2009	1246
009104	Daniel Bernstein	https://en.wikipedia.org/wiki/Daniel_Bernstein	909
009105	Increpare	https://en.wikipedia.org/wiki/Increpare	1127
009106	Donkey Kong Bananza	https://en.wikipedia.org/wiki/Donkey_Kong_Bananza	32237
009107	The Legend of Zelda CD-i games	https://en.wikipedia.org/wiki/The_Legend_of_Zelda_CD-i_games	6781
009108	Syobon Action	https://en.wikipedia.org/wiki/Syobon_Action	3218
009109	Game & Watch Gallery 2	https://en.wikipedia.org/wiki/Game_&_Watch_Gallery_2	4282
009110	Giygas	https://en.wikipedia.org/wiki/Giygas	8706
009111	Ray Rizzo	https://en.wikipedia.org/wiki/Ray_Rizzo	2248
009112	Glass Joe	https://en.wikipedia.org/wiki/Glass_Joe	5002
009113	Bowser	https://en.wikipedia.org/wiki/Bowser	17524
009114	Sonic the Hedgehog (character)	https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_(character)	28692
009115	List of Super Smash Bros. series characters	https://en.wikipedia.org/wiki/List_of_Super_Smash_Bros._series_characters	11639
009116	T1 (esports)	https://en.wikipedia.org/wiki/T1_(esports)	9853
009117	Etika	https://en.wikipedia.org/wiki/Etika	26946
009118	Evolution Championship Series	https://en.wikipedia.org/wiki/Evolution_Championship_Series	24382
009119	Wario Land: Shake It – Amazing Footage!	https://en.wikipedia.org/wiki/Wario_Land:_Shake_It_–_Amazing_Footage!	5428
009120	Dragon Quest Monsters	https://en.wikipedia.org/wiki/Dragon_Quest_Monsters	11245
009121	Rydia	https://en.wikipedia.org/wiki/Rydia	5053
009122	Characters of Final Fantasy V	https://en.wikipedia.org/wiki/Characters_of_Final_Fantasy_V	38859
009123	Terra Branford	https://en.wikipedia.org/wiki/Terra_Branford	12170
009124	Cloud Strife	https://en.wikipedia.org/wiki/Cloud_Strife	46012
009125	Final Fantasy VII: Advent Children	https://en.wikipedia.org/wiki/Final_Fantasy_VII:_Advent_Children	33368
009126	Selphie Tilmitt	https://en.wikipedia.org/wiki/Selphie_Tilmitt	9523
009127	Zidane Tribal	https://en.wikipedia.org/wiki/Zidane_Tribal	15109
009128	Lulu (Final Fantasy)	https://en.wikipedia.org/wiki/Lulu_(Final_Fantasy)	12731
009129	Vaan (Final Fantasy)	https://en.wikipedia.org/wiki/Vaan_(Final_Fantasy)	11245
009130	Lightning (Final Fantasy)	https://en.wikipedia.org/wiki/Lightning_(Final_Fantasy)	25021
009131	Characters of Final Fantasy XV	https://en.wikipedia.org/wiki/Characters_of_Final_Fantasy_XV	56363
009132	Final Fantasy Crystal Chronicles: Ring of Fates	https://en.wikipedia.org/wiki/Final_Fantasy_Crystal_Chronicles:_Ring_of_Fates	17568
009133	Final Fantasy Fables: Chocobo Tales	https://en.wikipedia.org/wiki/Final_Fantasy_Fables:_Chocobo_Tales	19604
009134	Dissidia 012 Final Fantasy	https://en.wikipedia.org/wiki/Dissidia_012_Final_Fantasy	13156
009135	Mari0	https://en.wikipedia.org/wiki/Mari0	7074
009136	Mega Man Battle Network 4	https://en.wikipedia.org/wiki/Mega_Man_Battle_Network_4	12364
009137	Mega Man Legends 3	https://en.wikipedia.org/wiki/Mega_Man_Legends_3	4910
009138	Mega Man Star Force (TV series)	https://en.wikipedia.org/wiki/Mega_Man_Star_Force_(TV_series)	71784
009139	Maverick Hunter	https://en.wikipedia.org/wiki/Maverick_Hunter	6683
009140	Mario & Sonic at the Olympic Games	https://en.wikipedia.org/wiki/Mario_&_Sonic_at_the_Olympic_Games	17915
009141	2012 StarCraft II World Championship Series	https://en.wikipedia.org/wiki/2012_StarCraft_II_World_Championship_Series	4229
009142	World Series of Video Games	https://en.wikipedia.org/wiki/World_Series_of_Video_Games	4923
009143	ElkY	https://en.wikipedia.org/wiki/ElkY	5477
009144	SK Gaming	https://en.wikipedia.org/wiki/SK_Gaming	20011
009145	Grubby	https://en.wikipedia.org/wiki/Grubby	4117
009146	Complexity Gaming	https://en.wikipedia.org/wiki/Complexity_Gaming	12583
009147	Leeroy Jenkins	https://en.wikipedia.org/wiki/Leeroy_Jenkins	5395
009148	World of Warcraft: Cataclysm	https://en.wikipedia.org/wiki/World_of_Warcraft:_Cataclysm	16669
009149	Vo0	https://en.wikipedia.org/wiki/Vo0	4038
009150	Fnatic	https://en.wikipedia.org/wiki/Fnatic	37264
009151	Valorant	https://en.wikipedia.org/wiki/Valorant	24399
009152	Floss (dance)	https://en.wikipedia.org/wiki/Floss_(dance)	2144
009153	Battle of the Bands (video game)	https://en.wikipedia.org/wiki/Battle_of_the_Bands_(video_game)	2880
009154	Tom Clancy's Ghost Recon 2: Summit Strike	https://en.wikipedia.org/wiki/Tom_Clancy's_Ghost_Recon_2:_Summit_Strike	2908
009155	Vi sitter i Ventrilo och spelar DotA	https://en.wikipedia.org/wiki/Vi_sitter_i_Ventrilo_och_spelar_DotA	3037
009156	FIFA 99	https://en.wikipedia.org/wiki/FIFA_99	3221
009157	League of Legends	https://en.wikipedia.org/wiki/League_of_Legends	30362
009158	Counter-Strike: Malvinas	https://en.wikipedia.org/wiki/Counter-Strike:_Malvinas	2523
009159	Heroes of Might and Magic IV (card game)	https://en.wikipedia.org/wiki/Heroes_of_Might_and_Magic_IV_(card_game)	1974
009160	BloodRayne (film)	https://en.wikipedia.org/wiki/BloodRayne_(film)	10024
009161	Gator Panic	https://en.wikipedia.org/wiki/Gator_Panic	1713
009162	Pac-Man Battle Royale	https://en.wikipedia.org/wiki/Pac-Man_Battle_Royale	3439
009163	Crash Bandicoot (character)	https://en.wikipedia.org/wiki/Crash_Bandicoot_(character)	23628
009164	Mitsuru Kirijo	https://en.wikipedia.org/wiki/Mitsuru_Kirijo	5869
009165	Dogmeat (Fallout)	https://en.wikipedia.org/wiki/Dogmeat_(Fallout)	9361
009166	List of Dragon Age: Origins characters	https://en.wikipedia.org/wiki/List_of_Dragon_Age:_Origins_characters	48288
009167	List of Mass Effect characters	https://en.wikipedia.org/wiki/List_of_Mass_Effect_characters	75297
009168	Soldier: 76	https://en.wikipedia.org/wiki/Soldier:_76	9570
009169	Zerg	https://en.wikipedia.org/wiki/Zerg	16971
009170	List of Ace Attorney characters	https://en.wikipedia.org/wiki/List_of_Ace_Attorney_characters	92667
009171	Felicia (Darkstalkers)	https://en.wikipedia.org/wiki/Felicia_(Darkstalkers)	11232
009172	Dante (Devil May Cry)	https://en.wikipedia.org/wiki/Dante_(Devil_May_Cry)	43500
009173	Mike Haggar	https://en.wikipedia.org/wiki/Mike_Haggar	9724
009174	Sigma (Mega Man X)	https://en.wikipedia.org/wiki/Sigma_(Mega_Man_X)	10215
009175	Jill Valentine	https://en.wikipedia.org/wiki/Jill_Valentine	20210
009176	Akuma (Street Fighter)	https://en.wikipedia.org/wiki/Akuma_(Street_Fighter)	19560
009177	Solaire of Astora	https://en.wikipedia.org/wiki/Solaire_of_Astora	5474
009178	Ranni the Witch	https://en.wikipedia.org/wiki/Ranni_the_Witch	8424
009179	Alucard (Castlevania)	https://en.wikipedia.org/wiki/Alucard_(Castlevania)	25274
009180	Solid Snake	https://en.wikipedia.org/wiki/Solid_Snake	31197
009181	Characters of the Silent Hill series	https://en.wikipedia.org/wiki/Characters_of_the_Silent_Hill_series	37245
009182	Marcus Fenix	https://en.wikipedia.org/wiki/Marcus_Fenix	5735
009183	343 Guilty Spark	https://en.wikipedia.org/wiki/343_Guilty_Spark	23159
009184	Pac-Man (character)	https://en.wikipedia.org/wiki/Pac-Man_(character)	13580
009185	Talim (Soulcalibur)	https://en.wikipedia.org/wiki/Talim_(Soulcalibur)	10110
009186	Eddy Gordo	https://en.wikipedia.org/wiki/Eddy_Gordo	13682
009187	KOS-MOS	https://en.wikipedia.org/wiki/KOS-MOS	13158
009188	Tom Nook	https://en.wikipedia.org/wiki/Tom_Nook	10075
009189	Marth (Fire Emblem)	https://en.wikipedia.org/wiki/Marth_(Fire_Emblem)	13621
009190	Vivian (Paper Mario)	https://en.wikipedia.org/wiki/Vivian_(Paper_Mario)	8314
009191	Kirby (character)	https://en.wikipedia.org/wiki/Kirby_(character)	24889
009192	Link (The Legend of Zelda)	https://en.wikipedia.org/wiki/Link_(The_Legend_of_Zelda)	54339
009193	Yoshi	https://en.wikipedia.org/wiki/Yoshi	14258
009194	Ridley (Metroid)	https://en.wikipedia.org/wiki/Ridley_(Metroid)	8320
009195	Misty (Pokémon)	https://en.wikipedia.org/wiki/Misty_(Pokémon)	9738
009196	Pearl and Marina	https://en.wikipedia.org/wiki/Pearl_and_Marina	8687
009197	Tommy Vercetti	https://en.wikipedia.org/wiki/Tommy_Vercetti	7136
009198	Knuckles the Echidna	https://en.wikipedia.org/wiki/Knuckles_the_Echidna	25581
009199	Kazuma Kiryu	https://en.wikipedia.org/wiki/Kazuma_Kiryu	35976
009200	Geese Howard	https://en.wikipedia.org/wiki/Geese_Howard	20443
009201	Terry Bogard	https://en.wikipedia.org/wiki/Terry_Bogard	32961
009202	Mai Shiranui	https://en.wikipedia.org/wiki/Mai_Shiranui	28373
009203	Characters of The Last of Us	https://en.wikipedia.org/wiki/Characters_of_The_Last_of_Us	31615
009204	Characters of the Uncharted series	https://en.wikipedia.org/wiki/Characters_of_the_Uncharted_series	69029
009205	Lavos	https://en.wikipedia.org/wiki/Lavos	8483
009206	Slime (Dragon Quest)	https://en.wikipedia.org/wiki/Slime_(Dragon_Quest)	7732
009207	Characters of the Drakengard series	https://en.wikipedia.org/wiki/Characters_of_the_Drakengard_series	39671
009208	Aki Ross	https://en.wikipedia.org/wiki/Aki_Ross	6442
009209	Edward Elric	https://en.wikipedia.org/wiki/Edward_Elric	20513
009210	Chloe Price	https://en.wikipedia.org/wiki/Chloe_Price	20269
009211	Ezio Auditore da Firenze	https://en.wikipedia.org/wiki/Ezio_Auditore_da_Firenze	22751
009212	Vaas Montenegro	https://en.wikipedia.org/wiki/Vaas_Montenegro	29758
009213	Gordon Freeman	https://en.wikipedia.org/wiki/Gordon_Freeman	7876
009214	Weighted Companion Cube	https://en.wikipedia.org/wiki/Weighted_Companion_Cube	8149
009215	Starpath Supercharger	https://en.wikipedia.org/wiki/Starpath_Supercharger	3387
009216	Blue Sky Rangers	https://en.wikipedia.org/wiki/Blue_Sky_Rangers	2139
009217	Deltona massacre	https://en.wikipedia.org/wiki/Deltona_massacre	12531
009218	OurColony	https://en.wikipedia.org/wiki/OurColony	2416
009219	X-One	https://en.wikipedia.org/wiki/X-One	1738
009220	Xbox system software	https://en.wikipedia.org/wiki/Xbox_system_software	14544
009221	TurboGrafx-16	https://en.wikipedia.org/wiki/TurboGrafx-16	26386
009222	PictoChat	https://en.wikipedia.org/wiki/PictoChat	4522
009223	IQue Player	https://en.wikipedia.org/wiki/IQue_Player	5205
009224	Nintendo DS	https://en.wikipedia.org/wiki/Nintendo_DS	35810
009225	Game Boy Color	https://en.wikipedia.org/wiki/Game_Boy_Color	19690
009226	GameCube	https://en.wikipedia.org/wiki/GameCube	32677
009227	Nintendo Game Card	https://en.wikipedia.org/wiki/Nintendo_Game_Card	9718
009228	Nintendo eShop	https://en.wikipedia.org/wiki/Nintendo_eShop	21237
009229	Super Nintendo Entertainment System	https://en.wikipedia.org/wiki/Super_Nintendo_Entertainment_System	34826
009230	Virtual Boy	https://en.wikipedia.org/wiki/Virtual_Boy	24254
009231	Nintendo Wi-Fi Connection	https://en.wikipedia.org/wiki/Nintendo_Wi-Fi_Connection	33786
009232	Virtual Console	https://en.wikipedia.org/wiki/Virtual_Console	45202
009233	Dreamcast	https://en.wikipedia.org/wiki/Dreamcast	51557
009234	Game Gear	https://en.wikipedia.org/wiki/Game_Gear	14820
009235	32X	https://en.wikipedia.org/wiki/32X	24890
009236	Master System	https://en.wikipedia.org/wiki/Master_System	27833
009237	Sega Saturn	https://en.wikipedia.org/wiki/Sega_Saturn	42231
009238	Portable Sound Format	https://en.wikipedia.org/wiki/Portable_Sound_Format	3346
009239	Emotion Engine	https://en.wikipedia.org/wiki/Emotion_Engine	11047
009240	PlayStation 3	https://en.wikipedia.org/wiki/PlayStation_3	51172
009241	XLink Kai	https://en.wikipedia.org/wiki/XLink_Kai	3976
009242	Ultra HD Blu-ray	https://en.wikipedia.org/wiki/Ultra_HD_Blu-ray	6168
009243	PlayStation Portable	https://en.wikipedia.org/wiki/PlayStation_Portable	36309
009244	PlayStation Network	https://en.wikipedia.org/wiki/PlayStation_Network	18905
009245	Call of Duty	https://en.wikipedia.org/wiki/Call_of_Duty	39907
009246	Crash Bandicoot	https://en.wikipedia.org/wiki/Crash_Bandicoot	27993
009247	Cow level	https://en.wikipedia.org/wiki/Cow_level	8523
009248	Empire Earth	https://en.wikipedia.org/wiki/Empire_Earth	4046
009249	Gabriel Knight	https://en.wikipedia.org/wiki/Gabriel_Knight	16882
009250	Geometry Wars: Galaxies	https://en.wikipedia.org/wiki/Geometry_Wars:_Galaxies	6979
009251	Dan Rosensweig	https://en.wikipedia.org/wiki/Dan_Rosensweig	3306
009252	Heavy Gear (video game)	https://en.wikipedia.org/wiki/Heavy_Gear_(video_game)	2629
009253	Skylanders: Spyro's Adventure	https://en.wikipedia.org/wiki/Skylanders:_Spyro's_Adventure	14533
009254	The Legend of Spyro	https://en.wikipedia.org/wiki/The_Legend_of_Spyro	17812
009255	StarCraft	https://en.wikipedia.org/wiki/StarCraft	39113
009256	Tenchu	https://en.wikipedia.org/wiki/Tenchu	6052
009257	Warcraft	https://en.wikipedia.org/wiki/Warcraft	26329
009258	World Series of Poker: Tournament of Champions	https://en.wikipedia.org/wiki/World_Series_of_Poker:_Tournament_of_Champions	876
009259	Double Dragon (TV series)	https://en.wikipedia.org/wiki/Double_Dragon_(TV_series)	5666
009260	Arcus Odyssey	https://en.wikipedia.org/wiki/Arcus_Odyssey	3985
009261	The Nightmare of Druaga	https://en.wikipedia.org/wiki/The_Nightmare_of_Druaga	10142
009262	Dragon Ball Z: Taiketsu	https://en.wikipedia.org/wiki/Dragon_Ball_Z:_Taiketsu	2037
009263	God Eater (video game)	https://en.wikipedia.org/wiki/God_Eater_(video_game)	19834
009264	Masashi Tanaka	https://en.wikipedia.org/wiki/Masashi_Tanaka	861
009265	MS Saga: A New Dawn	https://en.wikipedia.org/wiki/MS_Saga:_A_New_Dawn	12269
009266	Idolmaster: Xenoglossia	https://en.wikipedia.org/wiki/Idolmaster:_Xenoglossia	8341
009267	Inuyasha: Secret of the Divine Jewel	https://en.wikipedia.org/wiki/Inuyasha:_Secret_of_the_Divine_Jewel	5907
009268	Jump Ultimate Stars	https://en.wikipedia.org/wiki/Jump_Ultimate_Stars	4814
009269	Kamen Rider SD	https://en.wikipedia.org/wiki/Kamen_Rider_SD	2738
009270	Kinnikuman Muscle Grand Prix	https://en.wikipedia.org/wiki/Kinnikuman_Muscle_Grand_Prix	14540
009271	Cliff Hanger (video game)	https://en.wikipedia.org/wiki/Cliff_Hanger_(video_game)	2616
009272	Neon Genesis Evangelion 2	https://en.wikipedia.org/wiki/Neon_Genesis_Evangelion_2	2998
009273	One Piece: Grand Battle!	https://en.wikipedia.org/wiki/One_Piece:_Grand_Battle!	2272
009274	OneChanbara (film)	https://en.wikipedia.org/wiki/OneChanbara_(film)	1369
009275	Sailor Moon Collectible Card Game	https://en.wikipedia.org/wiki/Sailor_Moon_Collectible_Card_Game	2736
009276	Famicom Jump: Hero Retsuden	https://en.wikipedia.org/wiki/Famicom_Jump:_Hero_Retsuden	2386
009277	Simple (video game series)	https://en.wikipedia.org/wiki/Simple_(video_game_series)	5546
009278	Taxi Rider	https://en.wikipedia.org/wiki/Taxi_Rider	2181
009279	Dance, Voldo, Dance	https://en.wikipedia.org/wiki/Dance,_Voldo,_Dance	6563
009280	Space Battleship Yamato: Nijū Ginga no Hōkai	https://en.wikipedia.org/wiki/Space_Battleship_Yamato:_Nijū_Ginga_no_Hōkai	307
009281	Sword Art Online: Infinity Moment	https://en.wikipedia.org/wiki/Sword_Art_Online:_Infinity_Moment	3368
009282	Tales (video game series)	https://en.wikipedia.org/wiki/Tales_(video_game_series)	29740
009283	Tamagotchi Connection	https://en.wikipedia.org/wiki/Tamagotchi_Connection	9750
009284	List of Tekken media	https://en.wikipedia.org/wiki/List_of_Tekken_media	1291
009285	Ultraman: Towards the Future (video game)	https://en.wikipedia.org/wiki/Ultraman:_Towards_the_Future_(video_game)	1911
009286	Valis: The Fantasm Soldier	https://en.wikipedia.org/wiki/Valis:_The_Fantasm_Soldier	19697
009287	Battle Stadium D.O.N	https://en.wikipedia.org/wiki/Battle_Stadium_D.O.N	2470
009288	Yu Yu Hakusho Trading Card Game	https://en.wikipedia.org/wiki/Yu_Yu_Hakusho_Trading_Card_Game	9672
009289	Zatch Bell! Mamodo Battles	https://en.wikipedia.org/wiki/Zatch_Bell!_Mamodo_Battles	1347
009290	Brotherhood of Steel	https://en.wikipedia.org/wiki/Brotherhood_of_Steel	8360
009291	Last Will and Temperament	https://en.wikipedia.org/wiki/Last_Will_and_Temperament	3800
009292	Darkstalkers (comics)	https://en.wikipedia.org/wiki/Darkstalkers_(comics)	1414
009293	Devil May Cry 3 (manga)	https://en.wikipedia.org/wiki/Devil_May_Cry_3_(manga)	11187
009294	Final Fight	https://en.wikipedia.org/wiki/Final_Fight	13497
009295	Den (comics)	https://en.wikipedia.org/wiki/Den_(comics)	22456
009296	Bob and George	https://en.wikipedia.org/wiki/Bob_and_George	8694
009297	Shinji Mikami	https://en.wikipedia.org/wiki/Shinji_Mikami	17171
009298	Rival Schools: United by Fate	https://en.wikipedia.org/wiki/Rival_Schools:_United_by_Fate	12022
009299	Sengoku Basara	https://en.wikipedia.org/wiki/Sengoku_Basara	15111
009300	Super Bases Loaded	https://en.wikipedia.org/wiki/Super_Bases_Loaded	1316
009301	Metal Max	https://en.wikipedia.org/wiki/Metal_Max	17585
009302	Yokohama Stadium	https://en.wikipedia.org/wiki/Yokohama_Stadium	3647
009303	Bejeweled Twist	https://en.wikipedia.org/wiki/Bejeweled_Twist	13383
009304	Frank Klepacki	https://en.wikipedia.org/wiki/Frank_Klepacki	31220
009305	Dead Space: Downfall	https://en.wikipedia.org/wiki/Dead_Space:_Downfall	10977
009306	Def Jam Rapstar	https://en.wikipedia.org/wiki/Def_Jam_Rapstar	1846
009307	Dragon Age: The Stolen Throne	https://en.wikipedia.org/wiki/Dragon_Age:_The_Stolen_Throne	10776
009308	Dungeon Keeper 3	https://en.wikipedia.org/wiki/Dungeon_Keeper_3	2271
009309	FIFA Online 3	https://en.wikipedia.org/wiki/FIFA_Online_3	3421
009310	2006 FIFA World Cup (video game)	https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_(video_game)	4270
009311	Fight Night 2004	https://en.wikipedia.org/wiki/Fight_Night_2004	3751
009312	Jane's AH-64D Longbow	https://en.wikipedia.org/wiki/Jane's_AH-64D_Longbow	3889
009313	Knockout Kings 2000	https://en.wikipedia.org/wiki/Knockout_Kings_2000	2887
009314	Mass Effect: Revelation	https://en.wikipedia.org/wiki/Mass_Effect:_Revelation	2773
009315	NBA Street V3	https://en.wikipedia.org/wiki/NBA_Street_V3	5596
009316	Need for Speed	https://en.wikipedia.org/wiki/Need_for_Speed	39896
009317	NHL 07	https://en.wikipedia.org/wiki/NHL_07	1483
009318	Operation Flashpoint: Red River	https://en.wikipedia.org/wiki/Operation_Flashpoint:_Red_River	5772
009319	Peggle Nights	https://en.wikipedia.org/wiki/Peggle_Nights	5537
009320	Project CARS 2	https://en.wikipedia.org/wiki/Project_CARS_2	6627
009321	Road Rash	https://en.wikipedia.org/wiki/Road_Rash	5371
009322	Skate (2007 video game)	https://en.wikipedia.org/wiki/Skate_(2007_video_game)	6094
009323	Creation (video game)	https://en.wikipedia.org/wiki/Creation_(video_game)	7352
009324	Titanfall 2	https://en.wikipedia.org/wiki/Titanfall_2	40803
009325	Ultimate Fighting Championship (video game)	https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship_(video_game)	3519
009326	Catan: Cities & Knights	https://en.wikipedia.org/wiki/Catan:_Cities_&_Knights	15849
009327	Codename: Panzers – Cold War	https://en.wikipedia.org/wiki/Codename:_Panzers_–_Cold_War	2527
009328	Mike Mignola	https://en.wikipedia.org/wiki/Mike_Mignola	34813
009329	The Hobbit	https://en.wikipedia.org/wiki/The_Hobbit	47117
009330	Son of the Mask	https://en.wikipedia.org/wiki/Son_of_the_Mask	15744
009331	Metro 2033 (novel)	https://en.wikipedia.org/wiki/Metro_2033_(novel)	10219
009332	Outline of Middle-earth	https://en.wikipedia.org/wiki/Outline_of_Middle-earth	15287
009333	Panzer Elite	https://en.wikipedia.org/wiki/Panzer_Elite	716
009334	Timecop	https://en.wikipedia.org/wiki/Timecop	9982
009335	Toby Gard	https://en.wikipedia.org/wiki/Toby_Gard	4256
009336	Infinity Blade	https://en.wikipedia.org/wiki/Infinity_Blade	17242
009337	Rocket League	https://en.wikipedia.org/wiki/Rocket_League	47080
009338	Lunar (series)	https://en.wikipedia.org/wiki/Lunar_(series)	11117
009339	Puzzle & Dragons	https://en.wikipedia.org/wiki/Puzzle_&_Dragons	32749
009340	Ragnarok (manhwa)	https://en.wikipedia.org/wiki/Ragnarok_(manhwa)	10619
009341	Hyperdimension Neptunia	https://en.wikipedia.org/wiki/Hyperdimension_Neptunia	16672
009342	Sweet Ange	https://en.wikipedia.org/wiki/Sweet_Ange	988
009343	Tsuki Amano	https://en.wikipedia.org/wiki/Tsuki_Amano	1545
009344	One Piece: Pirate Warriors (video game)	https://en.wikipedia.org/wiki/One_Piece:_Pirate_Warriors_(video_game)	5947
